"Year","Country","Giver","Score"
2000,"Denmark","Norway",10
2000,"Germany","Norway",3
2000,"Switzerland","Norway",0
2000,"Croatia","Norway",0
2000,"Sweden","Norway",5
2000,"Macedonia","Norway",0
2000,"Finland","Norway",0
2000,"Latvia","Norway",12
2000,"Turkey","Norway",1
2000,"Ireland","Norway",6
2000,"Austria","Norway",0
1999,"Lithuania","Norway",0
1999,"Belgium","Norway",0
1999,"Spain","Norway",0
1999,"Croatia","Norway",0
1999,"United Kingdom","Norway",0
1999,"Slovenia","Norway",0
1999,"Turkey","Norway",4
1999,"Denmark","Norway",0
1999,"France","Norway",8
1999,"Netherlands","Norway",0
1999,"Poland","Norway",0
1999,"Iceland","Norway",10
1999,"Cyprus","Norway",0
1999,"Sweden","Norway",12
1999,"Portugal","Norway",0
1999,"Ireland","Norway",1
1999,"Austria","Norway",6
1999,"Israel","Norway",2
1999,"Malta","Norway",0
1999,"Germany","Norway",3
1999,"Bosnia-Herzegovina","Norway",7
1999,"Estonia","Norway",5
1998,"Croatia","Norway",6
1998,"Greece","Norway",0
1998,"France","Norway",0
1998,"Spain","Norway",0
1998,"Switzerland","Norway",0
1998,"Slovakia","Norway",0
1998,"Poland","Norway",0
1998,"Israel","Norway",3
1998,"Germany","Norway",0
1998,"Malta","Norway",12
1998,"Hungary","Norway",2
1998,"Slovenia","Norway",0
1998,"Ireland","Norway",4
1998,"Portugal","Norway",0
1998,"Romania","Norway",0
1998,"United Kingdom","Norway",5
1998,"Cyprus","Norway",0
1998,"Netherlands","Norway",8
1998,"Sweden","Norway",10
1998,"Belgium","Norway",7
1998,"Finland","Norway",1
1998,"Estonia","Norway",0
1998,"Turkey","Norway",0
1998,"Macedonia","Norway",0
2009,"Lithuania","Poland",0
2009,"Israel","Poland",0
2009,"France","Poland",0
2009,"Sweden","Poland",0
2009,"Croatia","Poland",0
2009,"Portugal","Poland",0
2009,"Iceland","Poland",1
2009,"Greece","Poland",0
2009,"Armenia","Poland",2
2009,"Russia","Poland",3
2009,"Azerbaijan","Poland",6
2009,"Bosnia-Herzegovina","Poland",0
2009,"Moldova","Poland",5
2009,"Malta","Poland",0
2009,"Estonia","Poland",8
2009,"Denmark","Poland",7
2009,"Germany","Poland",0
2009,"Turkey","Poland",0
2009,"Albania","Poland",0
2009,"Norway","Poland",12
2009,"Ukraine","Poland",10
2009,"Romania","Poland",0
2009,"United Kingdom","Poland",4
2009,"Finland","Poland",0
2009,"Spain","Poland",0
2008,"Romania","Poland",0
2008,"United Kingdom","Poland",0
2008,"Albania","Poland",0
2008,"Germany","Poland",0
2008,"Armenia","Poland",12
2008,"Bosnia-Herzegovina","Poland",0
2008,"Israel","Poland",5
2008,"Finland","Poland",2
2008,"Croatia","Poland",0
2008,"Iceland","Poland",0
2008,"Turkey","Poland",0
2008,"Portugal","Poland",0
2008,"Latvia","Poland",0
2008,"Sweden","Poland",0
2008,"Denmark","Poland",0
2008,"Georgia","Poland",0
2008,"Ukraine","Poland",10
2008,"France","Poland",1
2008,"Azerbaijan","Poland",7
2008,"Greece","Poland",3
2008,"Spain","Poland",0
2008,"Serbia","Poland",4
2008,"Russia","Poland",6
2008,"Norway","Poland",8
2007,"Bosnia-Herzegovina","Poland",0
2007,"Spain","Poland",0
2007,"Belarus","Poland",7
2007,"Ireland","Poland",0
2007,"Finland","Poland",0
2007,"Macedonia","Poland",0
2007,"Slovenia","Poland",4
2007,"Hungary","Poland",2
2007,"Lithuania","Poland",0
2007,"Greece","Poland",0
2007,"Georgia","Poland",5
2007,"Sweden","Poland",0
2007,"France","Poland",0
2007,"Latvia","Poland",1
2007,"Russia","Poland",3
2007,"Germany","Poland",0
2007,"Serbia","Poland",8
2007,"Ukraine","Poland",12
2007,"United Kingdom","Poland",0
2007,"Romania","Poland",0
2007,"Bulgaria","Poland",0
2007,"Turkey","Poland",0
2007,"Armenia","Poland",10
2007,"Moldova","Poland",6
2006,"Switzerland","Poland",0
2006,"Moldova","Poland",0
2006,"Israel","Poland",0
2006,"Latvia","Poland",0
2006,"Norway","Poland",0
2006,"Spain","Poland",0
2006,"Malta","Poland",0
2006,"Germany","Poland",0
2006,"Denmark","Poland",0
2006,"Russia","Poland",10
2006,"Macedonia","Poland",0
2006,"Romania","Poland",3
2006,"Bosnia-Herzegovina","Poland",4
2006,"Lithuania","Poland",8
2006,"United Kingdom","Poland",1
2006,"Greece","Poland",0
2006,"Finland","Poland",12
2006,"Ukraine","Poland",6
2006,"France","Poland",0
2006,"Croatia","Poland",0
2006,"Ireland","Poland",2
2006,"Sweden","Poland",7
2006,"Turkey","Poland",0
2006,"Armenia","Poland",5
2005,"Hungary","Poland",10
2005,"United Kingdom","Poland",0
2005,"Malta","Poland",0
2005,"Romania","Poland",7
2005,"Norway","Poland",8
2005,"Turkey","Poland",0
2005,"Moldova","Poland",3
2005,"Albania","Poland",0
2005,"Cyprus","Poland",0
2005,"Spain","Poland",0
2005,"Israel","Poland",0
2005,"Serbia and Montenegro","Poland",0
2005,"Denmark","Poland",5
2005,"Sweden","Poland",0
2005,"Macedonia","Poland",0
2005,"Ukraine","Poland",12
2005,"Germany","Poland",0
2005,"Croatia","Poland",2
2005,"Greece","Poland",1
2005,"Russia","Poland",0
2005,"Bosnia-Herzegovina","Poland",0
2005,"Switzerland","Poland",6
2005,"Latvia","Poland",4
2005,"France","Poland",0
2004,"Spain","Poland",1
2004,"Austria","Poland",0
2004,"Norway","Poland",0
2004,"France","Poland",0
2004,"Serbia and Montenegro","Poland",5
2004,"Malta","Poland",3
2004,"Netherlands","Poland",0
2004,"Germany","Poland",6
2004,"Albania","Poland",0
2004,"Ukraine","Poland",12
2004,"Croatia","Poland",0
2004,"Bosnia-Herzegovina","Poland",0
2004,"Belgium","Poland",0
2004,"Russia","Poland",0
2004,"Macedonia","Poland",0
2004,"Greece","Poland",7
2004,"Iceland","Poland",0
2004,"Ireland","Poland",0
2004,"United Kingdom","Poland",2
2004,"Cyprus","Poland",4
2004,"Turkey","Poland",8
2004,"Romania","Poland",0
2004,"Sweden","Poland",10
2003,"Iceland","Poland",1
2003,"Austria","Poland",0
2003,"Ireland","Poland",0
2003,"Turkey","Poland",2
2003,"Malta","Poland",0
2003,"Bosnia-Herzegovina","Poland",0
2003,"Portugal","Poland",0
2003,"Croatia","Poland",0
2003,"Cyprus","Poland",0
2003,"Germany","Poland",5
2003,"Russia","Poland",4
2003,"Spain","Poland",0
2003,"Israel","Poland",0
2003,"Netherlands","Poland",0
2003,"United Kingdom","Poland",0
2003,"Ukraine","Poland",10
2003,"Greece","Poland",0
2003,"Norway","Poland",6
2003,"France","Poland",3
2003,"Latvia","Poland",0
2003,"Belgium","Poland",12
2003,"Estonia","Poland",0
2003,"Romania","Poland",8
2003,"Sweden","Poland",7
2003,"Slovenia","Poland",0
2001,"Netherlands","Poland",0
2001,"Iceland","Poland",0
2001,"Bosnia-Herzegovina","Poland",0
2001,"Norway","Poland",0
2001,"Israel","Poland",0
2001,"Russia","Poland",0
2001,"Sweden","Poland",5
2001,"Lithuania","Poland",0
2001,"Latvia","Poland",0
2001,"Croatia","Poland",0
2001,"Portugal","Poland",0
2001,"Ireland","Poland",0
2001,"Spain","Poland",1
2001,"France","Poland",10
2001,"Turkey","Poland",0
2001,"United Kingdom","Poland",2
2001,"Slovenia","Poland",6
2001,"Germany","Poland",4
2001,"Estonia","Poland",12
2001,"Malta","Poland",3
2001,"Greece","Poland",8
2001,"Denmark","Poland",7
1999,"Lithuania","Poland",0
1999,"Belgium","Poland",2
1999,"Spain","Poland",0
1999,"Croatia","Poland",7
1999,"United Kingdom","Poland",0
1999,"Slovenia","Poland",0
1999,"Turkey","Poland",0
1999,"Norway","Poland",0
1999,"Denmark","Poland",1
1999,"France","Poland",0
1999,"Netherlands","Poland",0
1999,"Iceland","Poland",4
1999,"Cyprus","Poland",0
1999,"Sweden","Poland",6
1999,"Portugal","Poland",0
1999,"Ireland","Poland",0
1999,"Austria","Poland",3
1999,"Israel","Poland",10
1999,"Malta","Poland",0
1999,"Germany","Poland",12
1999,"Bosnia-Herzegovina","Poland",5
1999,"Estonia","Poland",8
1998,"Croatia","Poland",6
1998,"Greece","Poland",0
1998,"France","Poland",0
1998,"Spain","Poland",0
1998,"Switzerland","Poland",0
1998,"Slovakia","Poland",0
1998,"Israel","Poland",10
1998,"Germany","Poland",0
1998,"Malta","Poland",8
1998,"Hungary","Poland",0
1998,"Slovenia","Poland",0
1998,"Ireland","Poland",2
1998,"Portugal","Poland",0
1998,"Romania","Poland",0
1998,"United Kingdom","Poland",7
1998,"Cyprus","Poland",0
1998,"Netherlands","Poland",5
1998,"Sweden","Poland",3
1998,"Belgium","Poland",12
1998,"Finland","Poland",0
1998,"Norway","Poland",4
1998,"Estonia","Poland",1
1998,"Turkey","Poland",0
1998,"Macedonia","Poland",0
2009,"Lithuania","Portugal",0
2009,"Israel","Portugal",0
2009,"France","Portugal",0
2009,"Sweden","Portugal",0
2009,"Croatia","Portugal",0
2009,"Iceland","Portugal",8
2009,"Greece","Portugal",0
2009,"Armenia","Portugal",4
2009,"Russia","Portugal",0
2009,"Azerbaijan","Portugal",0
2009,"Bosnia-Herzegovina","Portugal",0
2009,"Moldova","Portugal",12
2009,"Malta","Portugal",0
2009,"Estonia","Portugal",0
2009,"Denmark","Portugal",0
2009,"Germany","Portugal",1
2009,"Turkey","Portugal",3
2009,"Albania","Portugal",0
2009,"Norway","Portugal",5
2009,"Ukraine","Portugal",6
2009,"Romania","Portugal",2
2009,"United Kingdom","Portugal",10
2009,"Finland","Portugal",0
2009,"Spain","Portugal",7
2008,"Romania","Portugal",4
2008,"United Kingdom","Portugal",0
2008,"Albania","Portugal",0
2008,"Germany","Portugal",0
2008,"Armenia","Portugal",0
2008,"Bosnia-Herzegovina","Portugal",0
2008,"Israel","Portugal",0
2008,"Finland","Portugal",0
2008,"Croatia","Portugal",3
2008,"Poland","Portugal",0
2008,"Iceland","Portugal",7
2008,"Turkey","Portugal",0
2008,"Latvia","Portugal",8
2008,"Sweden","Portugal",0
2008,"Denmark","Portugal",5
2008,"Georgia","Portugal",1
2008,"Ukraine","Portugal",12
2008,"France","Portugal",0
2008,"Azerbaijan","Portugal",0
2008,"Greece","Portugal",0
2008,"Spain","Portugal",10
2008,"Serbia","Portugal",0
2008,"Russia","Portugal",6
2008,"Norway","Portugal",2
2007,"Bosnia-Herzegovina","Portugal",0
2007,"Spain","Portugal",8
2007,"Belarus","Portugal",1
2007,"Ireland","Portugal",0
2007,"Finland","Portugal",0
2007,"Macedonia","Portugal",0
2007,"Slovenia","Portugal",3
2007,"Hungary","Portugal",2
2007,"Lithuania","Portugal",0
2007,"Greece","Portugal",0
2007,"Georgia","Portugal",0
2007,"Sweden","Portugal",0
2007,"France","Portugal",0
2007,"Latvia","Portugal",0
2007,"Russia","Portugal",4
2007,"Germany","Portugal",0
2007,"Serbia","Portugal",5
2007,"Ukraine","Portugal",12
2007,"United Kingdom","Portugal",0
2007,"Romania","Portugal",7
2007,"Bulgaria","Portugal",6
2007,"Turkey","Portugal",0
2007,"Armenia","Portugal",0
2007,"Moldova","Portugal",10
2006,"Switzerland","Portugal",1
2006,"Moldova","Portugal",3
2006,"Israel","Portugal",0
2006,"Latvia","Portugal",0
2006,"Norway","Portugal",0
2006,"Spain","Portugal",0
2006,"Malta","Portugal",0
2006,"Germany","Portugal",0
2006,"Denmark","Portugal",0
2006,"Russia","Portugal",7
2006,"Macedonia","Portugal",0
2006,"Romania","Portugal",10
2006,"Bosnia-Herzegovina","Portugal",2
2006,"Lithuania","Portugal",4
2006,"United Kingdom","Portugal",0
2006,"Greece","Portugal",0
2006,"Finland","Portugal",6
2006,"Ukraine","Portugal",12
2006,"France","Portugal",0
2006,"Croatia","Portugal",0
2006,"Ireland","Portugal",5
2006,"Sweden","Portugal",8
2006,"Turkey","Portugal",0
2006,"Armenia","Portugal",0
2005,"Hungary","Portugal",2
2005,"United Kingdom","Portugal",0
2005,"Malta","Portugal",0
2005,"Romania","Portugal",12
2005,"Norway","Portugal",0
2005,"Turkey","Portugal",0
2005,"Moldova","Portugal",10
2005,"Albania","Portugal",0
2005,"Cyprus","Portugal",0
2005,"Spain","Portugal",8
2005,"Israel","Portugal",5
2005,"Serbia and Montenegro","Portugal",0
2005,"Denmark","Portugal",1
2005,"Sweden","Portugal",0
2005,"Macedonia","Portugal",0
2005,"Ukraine","Portugal",7
2005,"Germany","Portugal",0
2005,"Croatia","Portugal",0
2005,"Greece","Portugal",3
2005,"Russia","Portugal",0
2005,"Bosnia-Herzegovina","Portugal",0
2005,"Switzerland","Portugal",4
2005,"Latvia","Portugal",6
2005,"France","Portugal",0
2004,"Spain","Portugal",12
2004,"Austria","Portugal",0
2004,"Norway","Portugal",0
2004,"France","Portugal",2
2004,"Serbia and Montenegro","Portugal",7
2004,"Malta","Portugal",1
2004,"Netherlands","Portugal",0
2004,"Germany","Portugal",8
2004,"Albania","Portugal",0
2004,"Ukraine","Portugal",10
2004,"Croatia","Portugal",0
2004,"Bosnia-Herzegovina","Portugal",0
2004,"Belgium","Portugal",0
2004,"Russia","Portugal",0
2004,"Macedonia","Portugal",0
2004,"Greece","Portugal",6
2004,"Iceland","Portugal",0
2004,"Ireland","Portugal",0
2004,"Poland","Portugal",0
2004,"United Kingdom","Portugal",0
2004,"Cyprus","Portugal",3
2004,"Turkey","Portugal",0
2004,"Romania","Portugal",4
2004,"Sweden","Portugal",5
2003,"Iceland","Portugal",0
2003,"Austria","Portugal",10
2003,"Ireland","Portugal",7
2003,"Turkey","Portugal",8
2003,"Malta","Portugal",1
2003,"Bosnia-Herzegovina","Portugal",0
2003,"Croatia","Portugal",0
2003,"Cyprus","Portugal",0
2003,"Germany","Portugal",0
2003,"Russia","Portugal",4
2003,"Spain","Portugal",12
2003,"Israel","Portugal",0
2003,"Netherlands","Portugal",0
2003,"United Kingdom","Portugal",0
2003,"Ukraine","Portugal",0
2003,"Greece","Portugal",0
2003,"Norway","Portugal",5
2003,"France","Portugal",2
2003,"Poland","Portugal",0
2003,"Latvia","Portugal",0
2003,"Belgium","Portugal",6
2003,"Estonia","Portugal",0
2003,"Romania","Portugal",0
2003,"Sweden","Portugal",3
2003,"Slovenia","Portugal",0
2001,"Netherlands","Portugal",6
2001,"Iceland","Portugal",0
2001,"Bosnia-Herzegovina","Portugal",0
2001,"Norway","Portugal",3
2001,"Israel","Portugal",0
2001,"Russia","Portugal",0
2001,"Sweden","Portugal",5
2001,"Lithuania","Portugal",0
2001,"Latvia","Portugal",0
2001,"Croatia","Portugal",0
2001,"Ireland","Portugal",1
2001,"Spain","Portugal",7
2001,"France","Portugal",12
2001,"Turkey","Portugal",0
2001,"United Kingdom","Portugal",2
2001,"Slovenia","Portugal",0
2001,"Poland","Portugal",0
2001,"Germany","Portugal",10
2001,"Estonia","Portugal",0
2001,"Malta","Portugal",0
2001,"Greece","Portugal",4
2001,"Denmark","Portugal",8
1999,"Lithuania","Portugal",0
1999,"Belgium","Portugal",0
1999,"Spain","Portugal",0
1999,"Croatia","Portugal",6
1999,"United Kingdom","Portugal",0
1999,"Slovenia","Portugal",0
1999,"Turkey","Portugal",0
1999,"Norway","Portugal",0
1999,"Denmark","Portugal",3
1999,"France","Portugal",0
1999,"Netherlands","Portugal",2
1999,"Poland","Portugal",0
1999,"Iceland","Portugal",4
1999,"Cyprus","Portugal",0
1999,"Sweden","Portugal",10
1999,"Ireland","Portugal",0
1999,"Austria","Portugal",5
1999,"Israel","Portugal",8
1999,"Malta","Portugal",1
1999,"Germany","Portugal",12
1999,"Bosnia-Herzegovina","Portugal",0
1999,"Estonia","Portugal",7
1998,"Croatia","Portugal",2
1998,"Greece","Portugal",0
1998,"France","Portugal",0
1998,"Spain","Portugal",0
1998,"Switzerland","Portugal",0
1998,"Slovakia","Portugal",0
1998,"Poland","Portugal",0
1998,"Israel","Portugal",12
1998,"Germany","Portugal",10
1998,"Malta","Portugal",5
1998,"Hungary","Portugal",0
1998,"Slovenia","Portugal",0
1998,"Ireland","Portugal",1
1998,"Romania","Portugal",0
1998,"United Kingdom","Portugal",6
1998,"Cyprus","Portugal",4
1998,"Netherlands","Portugal",7
1998,"Sweden","Portugal",0
1998,"Belgium","Portugal",8
1998,"Finland","Portugal",0
1998,"Norway","Portugal",3
1998,"Estonia","Portugal",0
1998,"Turkey","Portugal",0
1998,"Macedonia","Portugal",0
2009,"Lithuania","Romania",0
2009,"Israel","Romania",0
2009,"France","Romania",0
2009,"Sweden","Romania",0
2009,"Croatia","Romania",0
2009,"Portugal","Romania",0
2009,"Iceland","Romania",10
2009,"Greece","Romania",8
2009,"Armenia","Romania",7
2009,"Russia","Romania",0
2009,"Azerbaijan","Romania",4
2009,"Bosnia-Herzegovina","Romania",0
2009,"Moldova","Romania",12
2009,"Malta","Romania",3
2009,"Estonia","Romania",1
2009,"Denmark","Romania",2
2009,"Germany","Romania",0
2009,"Turkey","Romania",6
2009,"Albania","Romania",0
2009,"Norway","Romania",5
2009,"Ukraine","Romania",0
2009,"United Kingdom","Romania",0
2009,"Finland","Romania",0
2009,"Spain","Romania",0
2008,"United Kingdom","Romania",0
2008,"Albania","Romania",0
2008,"Germany","Romania",0
2008,"Armenia","Romania",4
2008,"Bosnia-Herzegovina","Romania",0
2008,"Israel","Romania",6
2008,"Finland","Romania",0
2008,"Croatia","Romania",1
2008,"Poland","Romania",0
2008,"Iceland","Romania",0
2008,"Turkey","Romania",8
2008,"Portugal","Romania",0
2008,"Latvia","Romania",0
2008,"Sweden","Romania",0
2008,"Denmark","Romania",0
2008,"Georgia","Romania",0
2008,"Ukraine","Romania",3
2008,"France","Romania",0
2008,"Azerbaijan","Romania",2
2008,"Greece","Romania",12
2008,"Spain","Romania",0
2008,"Serbia","Romania",7
2008,"Russia","Romania",10
2008,"Norway","Romania",5
2007,"Bosnia-Herzegovina","Romania",0
2007,"Spain","Romania",0
2007,"Belarus","Romania",1
2007,"Ireland","Romania",0
2007,"Finland","Romania",0
2007,"Macedonia","Romania",0
2007,"Slovenia","Romania",0
2007,"Hungary","Romania",8
2007,"Lithuania","Romania",0
2007,"Greece","Romania",10
2007,"Georgia","Romania",0
2007,"Sweden","Romania",0
2007,"France","Romania",0
2007,"Latvia","Romania",2
2007,"Russia","Romania",3
2007,"Germany","Romania",0
2007,"Serbia","Romania",6
2007,"Ukraine","Romania",4
2007,"United Kingdom","Romania",0
2007,"Bulgaria","Romania",5
2007,"Turkey","Romania",7
2007,"Armenia","Romania",0
2007,"Moldova","Romania",12
2006,"Switzerland","Romania",0
2006,"Moldova","Romania",12
2006,"Israel","Romania",0
2006,"Latvia","Romania",0
2006,"Norway","Romania",0
2006,"Spain","Romania",0
2006,"Malta","Romania",0
2006,"Germany","Romania",0
2006,"Denmark","Romania",0
2006,"Russia","Romania",8
2006,"Macedonia","Romania",0
2006,"Bosnia-Herzegovina","Romania",7
2006,"Lithuania","Romania",0
2006,"United Kingdom","Romania",0
2006,"Greece","Romania",10
2006,"Finland","Romania",4
2006,"Ukraine","Romania",3
2006,"France","Romania",0
2006,"Croatia","Romania",0
2006,"Ireland","Romania",2
2006,"Sweden","Romania",5
2006,"Turkey","Romania",6
2006,"Armenia","Romania",1
2005,"Hungary","Romania",8
2005,"United Kingdom","Romania",0
2005,"Malta","Romania",2
2005,"Norway","Romania",0
2005,"Turkey","Romania",3
2005,"Moldova","Romania",12
2005,"Albania","Romania",0
2005,"Cyprus","Romania",1
2005,"Spain","Romania",0
2005,"Israel","Romania",7
2005,"Serbia and Montenegro","Romania",6
2005,"Denmark","Romania",4
2005,"Sweden","Romania",0
2005,"Macedonia","Romania",0
2005,"Ukraine","Romania",0
2005,"Germany","Romania",0
2005,"Croatia","Romania",5
2005,"Greece","Romania",10
2005,"Russia","Romania",0
2005,"Bosnia-Herzegovina","Romania",0
2005,"Switzerland","Romania",0
2005,"Latvia","Romania",0
2005,"France","Romania",0
2004,"Spain","Romania",5
2004,"Austria","Romania",0
2004,"Norway","Romania",0
2004,"France","Romania",0
2004,"Serbia and Montenegro","Romania",8
2004,"Malta","Romania",0
2004,"Netherlands","Romania",0
2004,"Germany","Romania",4
2004,"Albania","Romania",1
2004,"Ukraine","Romania",6
2004,"Croatia","Romania",0
2004,"Bosnia-Herzegovina","Romania",0
2004,"Belgium","Romania",0
2004,"Russia","Romania",0
2004,"Macedonia","Romania",0
2004,"Greece","Romania",12
2004,"Iceland","Romania",0
2004,"Ireland","Romania",0
2004,"Poland","Romania",0
2004,"United Kingdom","Romania",2
2004,"Cyprus","Romania",3
2004,"Turkey","Romania",10
2004,"Sweden","Romania",7
2003,"Iceland","Romania",0
2003,"Austria","Romania",0
2003,"Ireland","Romania",0
2003,"Turkey","Romania",10
2003,"Malta","Romania",0
2003,"Bosnia-Herzegovina","Romania",0
2003,"Portugal","Romania",0
2003,"Croatia","Romania",0
2003,"Cyprus","Romania",0
2003,"Germany","Romania",1
2003,"Russia","Romania",7
2003,"Spain","Romania",5
2003,"Israel","Romania",0
2003,"Netherlands","Romania",0
2003,"United Kingdom","Romania",0
2003,"Ukraine","Romania",0
2003,"Greece","Romania",2
2003,"Norway","Romania",3
2003,"France","Romania",6
2003,"Poland","Romania",4
2003,"Latvia","Romania",0
2003,"Belgium","Romania",8
2003,"Estonia","Romania",0
2003,"Sweden","Romania",12
2003,"Slovenia","Romania",0
2002,"Cyprus","Romania",8
2002,"United Kingdom","Romania",0
2002,"Austria","Romania",0
2002,"Greece","Romania",6
2002,"Spain","Romania",0
2002,"Croatia","Romania",0
2002,"Russia","Romania",10
2002,"Estonia","Romania",2
2002,"Macedonia","Romania",12
2002,"Israel","Romania",5
2002,"Switzerland","Romania",3
2002,"Sweden","Romania",0
2002,"Finland","Romania",0
2002,"Denmark","Romania",0
2002,"Bosnia-Herzegovina","Romania",0
2002,"Belgium","Romania",0
2002,"France","Romania",4
2002,"Germany","Romania",1
2002,"Turkey","Romania",7
2002,"Malta","Romania",0
2002,"Slovenia","Romania",0
2002,"Latvia","Romania",0
2002,"Lithuania","Romania",0
2000,"Israel","Romania",0
2000,"Netherlands","Romania",0
2000,"United Kingdom","Romania",3
2000,"Estonia","Romania",6
2000,"France","Romania",0
2000,"Malta","Romania",7
2000,"Norway","Romania",0
2000,"Russia","Romania",12
2000,"Belgium","Romania",0
2000,"Cyprus","Romania",0
2000,"Iceland","Romania",0
2000,"Spain","Romania",5
2000,"Denmark","Romania",1
2000,"Germany","Romania",0
2000,"Switzerland","Romania",0
2000,"Croatia","Romania",8
2000,"Sweden","Romania",0
2000,"Macedonia","Romania",10
2000,"Finland","Romania",4
2000,"Latvia","Romania",0
2000,"Turkey","Romania",0
2000,"Ireland","Romania",2
2000,"Austria","Romania",0
1998,"Croatia","Romania",0
1998,"Greece","Romania",0
1998,"France","Romania",0
1998,"Spain","Romania",0
1998,"Switzerland","Romania",0
1998,"Slovakia","Romania",0
1998,"Poland","Romania",10
1998,"Israel","Romania",7
1998,"Germany","Romania",6
1998,"Malta","Romania",0
1998,"Hungary","Romania",1
1998,"Slovenia","Romania",5
1998,"Ireland","Romania",8
1998,"Portugal","Romania",0
1998,"United Kingdom","Romania",12
1998,"Cyprus","Romania",4
1998,"Netherlands","Romania",0
1998,"Sweden","Romania",0
1998,"Belgium","Romania",0
1998,"Finland","Romania",0
1998,"Norway","Romania",0
1998,"Estonia","Romania",0
1998,"Turkey","Romania",2
1998,"Macedonia","Romania",3
2009,"Lithuania","Russia",0
2009,"Israel","Russia",0
2009,"France","Russia",10
2009,"Sweden","Russia",0
2009,"Croatia","Russia",0
2009,"Portugal","Russia",0
2009,"Iceland","Russia",3
2009,"Greece","Russia",4
2009,"Armenia","Russia",5
2009,"Azerbaijan","Russia",7
2009,"Bosnia-Herzegovina","Russia",0
2009,"Moldova","Russia",1
2009,"Malta","Russia",0
2009,"Estonia","Russia",8
2009,"Denmark","Russia",0
2009,"Germany","Russia",0
2009,"Turkey","Russia",0
2009,"Albania","Russia",0
2009,"Norway","Russia",12
2009,"Ukraine","Russia",2
2009,"Romania","Russia",0
2009,"United Kingdom","Russia",6
2009,"Finland","Russia",0
2009,"Spain","Russia",0
2008,"Romania","Russia",0
2008,"United Kingdom","Russia",0
2008,"Albania","Russia",0
2008,"Germany","Russia",0
2008,"Armenia","Russia",12
2008,"Bosnia-Herzegovina","Russia",0
2008,"Israel","Russia",6
2008,"Finland","Russia",0
2008,"Croatia","Russia",1
2008,"Poland","Russia",0
2008,"Iceland","Russia",0
2008,"Turkey","Russia",2
2008,"Portugal","Russia",0
2008,"Latvia","Russia",0
2008,"Sweden","Russia",0
2008,"Denmark","Russia",0
2008,"Georgia","Russia",7
2008,"Ukraine","Russia",8
2008,"France","Russia",0
2008,"Azerbaijan","Russia",10
2008,"Greece","Russia",3
2008,"Spain","Russia",0
2008,"Serbia","Russia",4
2008,"Norway","Russia",5
2007,"Bosnia-Herzegovina","Russia",0
2007,"Spain","Russia",0
2007,"Belarus","Russia",12
2007,"Ireland","Russia",0
2007,"Finland","Russia",0
2007,"Macedonia","Russia",0
2007,"Slovenia","Russia",3
2007,"Hungary","Russia",0
2007,"Lithuania","Russia",0
2007,"Greece","Russia",0
2007,"Georgia","Russia",7
2007,"Sweden","Russia",0
2007,"France","Russia",0
2007,"Latvia","Russia",0
2007,"Germany","Russia",0
2007,"Serbia","Russia",5
2007,"Ukraine","Russia",8
2007,"United Kingdom","Russia",0
2007,"Romania","Russia",1
2007,"Bulgaria","Russia",4
2007,"Turkey","Russia",2
2007,"Armenia","Russia",10
2007,"Moldova","Russia",6
2006,"Switzerland","Russia",0
2006,"Moldova","Russia",3
2006,"Israel","Russia",0
2006,"Latvia","Russia",1
2006,"Norway","Russia",7
2006,"Spain","Russia",0
2006,"Malta","Russia",0
2006,"Germany","Russia",0
2006,"Denmark","Russia",0
2006,"Macedonia","Russia",0
2006,"Romania","Russia",4
2006,"Bosnia-Herzegovina","Russia",6
2006,"Lithuania","Russia",5
2006,"United Kingdom","Russia",0
2006,"Greece","Russia",0
2006,"Finland","Russia",8
2006,"Ukraine","Russia",10
2006,"France","Russia",0
2006,"Croatia","Russia",0
2006,"Ireland","Russia",0
2006,"Sweden","Russia",2
2006,"Turkey","Russia",0
2006,"Armenia","Russia",12
2005,"Hungary","Russia",3
2005,"United Kingdom","Russia",0
2005,"Malta","Russia",12
2005,"Romania","Russia",0
2005,"Norway","Russia",0
2005,"Turkey","Russia",0
2005,"Moldova","Russia",10
2005,"Albania","Russia",0
2005,"Cyprus","Russia",0
2005,"Spain","Russia",0
2005,"Israel","Russia",8
2005,"Serbia and Montenegro","Russia",6
2005,"Denmark","Russia",0
2005,"Sweden","Russia",0
2005,"Macedonia","Russia",0
2005,"Ukraine","Russia",2
2005,"Germany","Russia",0
2005,"Croatia","Russia",1
2005,"Greece","Russia",4
2005,"Bosnia-Herzegovina","Russia",0
2005,"Switzerland","Russia",7
2005,"Latvia","Russia",5
2005,"France","Russia",0
2004,"Spain","Russia",0
2004,"Austria","Russia",0
2004,"Norway","Russia",0
2004,"France","Russia",4
2004,"Serbia and Montenegro","Russia",10
2004,"Malta","Russia",0
2004,"Netherlands","Russia",0
2004,"Germany","Russia",0
2004,"Albania","Russia",0
2004,"Ukraine","Russia",12
2004,"Croatia","Russia",5
2004,"Bosnia-Herzegovina","Russia",0
2004,"Belgium","Russia",0
2004,"Macedonia","Russia",0
2004,"Greece","Russia",7
2004,"Iceland","Russia",2
2004,"Ireland","Russia",0
2004,"Poland","Russia",0
2004,"United Kingdom","Russia",1
2004,"Cyprus","Russia",6
2004,"Turkey","Russia",8
2004,"Romania","Russia",0
2004,"Sweden","Russia",3
2003,"Iceland","Russia",0
